split,index,image_id
train,140,00013078_001
train,141,00025166_002
train,142,00019169_022
train,143,00009607_001
train,144,00013670_074
train,145,00019328_001
train,146,00010634_005
train,147,00028765_003
train,148,00003029_018
train,149,00017569_001
train,150,00006243_000
train,151,00011746_000
train,152,00009550_000
train,153,00014197_007
train,154,00012847_000
train,155,00002842_005
train,156,00010768_002
train,157,00013219_006
train,158,00008424_000
train,159,00022435_000
train,160,00013993_093
train,161,00002585_000
train,162,00000193_010
train,163,00007241_000
train,164,00015264_008
train,165,00015389_000
train,166,00004525_002
train,167,00009273_000
train,168,00019643_024
train,169,00014346_011
train,170,00025778_000
train,171,00003011_004
train,172,00013839_000
train,173,00003392_013
train,174,00016829_003
train,175,00013002_001
train,176,00009892_049
train,177,00019899_006
train,178,00026775_000
train,179,00011104_009
train,180,00016900_001
train,181,00015068_018
train,182,00024001_000
train,183,00015911_009
train,184,00025444_015
train,185,00005218_022
train,186,00019924_041
train,187,00012154_000
train,188,00010190_007
train,189,00011380_013
train,190,00006683_006
train,191,00013407_004
train,192,00011010_001
train,193,00016740_000
train,194,00000148_000
train,195,00010887_001
train,196,00004188_009
train,197,00018705_005
train,198,00000954_000
train,199,00028180_005
train,200,00000668_000
train,201,00009658_000
train,202,00016374_000
train,203,00016971_031
train,204,00011370_000
train,205,00016134_002
train,206,00015532_001
train,207,00023075_033
train,208,00013648_007
train,209,00005758_000
train,210,00004267_000
train,211,00026848_013
train,212,00020673_044
train,213,00008875_013
train,214,00023144_000
train,215,00006759_001
train,216,00021374_010
train,217,00001252_002
train,218,00009242_000
train,219,00021439_001
train,220,00022837_011
train,221,00000859_000
train,222,00017138_116
train,223,00017458_011
train,224,00017110_001
train,225,00020274_007
train,226,00009889_002
train,227,00023075_028
train,228,00021036_000
train,229,00000131_000
train,230,00013670_028
train,231,00028354_001
train,232,00013111_032
train,233,00025533_001
train,234,00001804_001
train,235,00018187_031
train,236,00023124_002
train,237,00008157_001
train,238,00006248_002
train,239,00002143_009
train,240,00006906_000
train,241,00028445_000
train,242,00001836_115
train,243,00010763_017
train,244,00022708_000
train,245,00028874_003
train,246,00028090_000
train,247,00009953_009
train,248,00000499_001
train,249,00016577_003
train,250,00010909_005
train,251,00029819_001
train,252,00012935_008
train,253,00015605_018
train,254,00020334_000
train,255,00021494_020
train,256,00002912_000
train,257,00011831_017
train,258,00015323_000
train,259,00008841_040
train,260,00017864_001
train,261,00001381_012
train,262,00012616_009
train,263,00008119_000
train,264,00027725_059
train,265,00012865_002
train,266,00006416_005
train,267,00006447_003
train,268,00025630_001
train,269,00010352_048
train,270,00002539_000
train,271,00010752_000
train,272,00026363_003
train,273,00028275_001
train,274,00026222_005
train,275,00018851_000
train,276,00014844_002
train,277,00001921_007
train,278,00028219_000
train,279,00010180_000
train,280,00030006_001
train,281,00025444_003
train,282,00029631_008
train,283,00009609_011
train,284,00015024_001
train,285,00006006_003
train,286,00009247_001
train,287,00008807_003
train,288,00007441_005
train,289,00009082_012
train,290,00013608_006
train,291,00000087_001
train,292,00009365_018
train,293,00020666_004
train,294,00017110_000
train,295,00021151_000
train,296,00012021_072
train,297,00017542_000
train,298,00021565_021
train,299,00017618_030
train,300,00021618_001
train,301,00027784_008
train,302,00021901_001
train,303,00006448_000
train,304,00001059_000
train,305,00020871_000
train,306,00020546_000
train,307,00029740_000
train,308,00014427_014
train,309,00021541_001
train,310,00017061_001
train,311,00021091_000
train,312,00017425_009
train,313,00011774_000
train,314,00028682_001
train,315,00004627_000
train,316,00010454_004
train,317,00002509_018
train,318,00004595_003
train,319,00004808_014
train,320,00018126_023
train,321,00002919_001
train,322,00012238_000
train,323,00004209_002
train,324,00014034_014
train,325,00006214_003
train,326,00021035_045
train,327,00028341_004
train,328,00003022_004
train,329,00019176_015
train,330,00028942_000
train,331,00015889_000
train,332,00025640_003
train,333,00014603_002
train,334,00017325_006
train,335,00027210_000
train,336,00011391_013
train,337,00014849_000
train,338,00002060_004
train,339,00002510_007
train,340,00000791_000
train,341,00006679_010
train,342,00003053_004
train,343,00011794_014
train,344,00004329_000
train,345,00022826_005
train,346,00028219_006
train,347,00013594_037
train,348,00011180_003
train,349,00020158_007
train,350,00006944_001
train,351,00008638_003
train,352,00019576_032
train,353,00015764_004
train,354,00007518_000
train,355,00001736_031
train,356,00027537_000
train,357,00025085_007
train,358,00004857_027
train,359,00010446_000
train,360,00001007_001
train,361,00003152_003
train,362,00008742_000
train,363,00011837_018
train,364,00021840_000
train,365,00026232_007
train,366,00000360_008
train,367,00030137_005
train,368,00020503_008
train,369,00006167_000
train,370,00000974_010
train,371,00017893_004
train,372,00015530_032
train,373,00010350_037
train,374,00004583_000
train,375,00011966_021
train,376,00017448_007
train,377,00018135_001
train,378,00007683_008
train,379,00013408_009
train,380,00006596_002
train,381,00027079_007
train,382,00006266_000
train,383,00006411_001
train,384,00026451_010
train,385,00023468_000
train,386,00023306_002
train,387,00025702_000
train,388,00008885_007
train,389,00015503_000
train,390,00026798_004
train,391,00028765_014
train,392,00016011_005
train,393,00017814_004
train,394,00011391_002
train,395,00005448_004
train,396,00000912_001
train,397,00019089_005
train,398,00002644_002
train,399,00013616_029
train,400,00018854_000
train,401,00001456_000
train,402,00020326_069
train,403,00013392_001
train,404,00016094_026
train,405,00008911_030
train,406,00022283_031
train,407,00000172_002
train,408,00014586_003
train,409,00026451_035
train,410,00010693_012
train,411,00010198_018
train,412,00005781_004
train,413,00009293_004
train,414,00015530_060
train,415,00003494_002
train,416,00007847_001
train,417,00010604_007
train,418,00000213_004
train,419,00019124_045
train,420,00021414_000
train,421,00014739_000
train,422,00008771_000
train,423,00017363_001
train,424,00015869_003
train,425,00017691_001
train,426,00026676_001
train,427,00016094_012
train,428,00001911_007
train,429,00019853_000
train,430,00027628_006
train,431,00022283_018
train,432,00006321_005
train,433,00019143_009
train,434,00005661_000
train,435,00028452_000
train,436,00014706_018
train,437,00013986_003
train,438,00007520_000
train,439,00023478_000
train,440,00025369_001
train,441,00006769_008
train,442,00010112_000
train,443,00012830_001
train,444,00003028_070
train,445,00014604_006
train,446,00015693_001
train,447,00016546_000
train,448,00016265_003
train,449,00009484_000
train,450,00014223_017
train,451,00000181_038
train,452,00006323_005
train,453,00006996_011
train,454,00029127_000
train,455,00010092_034
train,456,00028897_008
train,457,00021992_000
train,458,00029572_004
train,459,00019899_011
train,460,00002297_000
train,461,00018766_000
train,462,00024301_000
train,463,00016802_010
train,464,00010136_001
train,465,00006192_002
train,466,00013078_010
train,467,00008130_002
train,468,00020652_003
train,469,00009608_035
train,470,00030678_001
train,471,00028116_000
train,472,00025303_024
train,473,00006008_014
train,474,00017098_010
train,475,00025473_007
train,476,00021201_104
train,477,00002182_003
train,478,00005440_000
train,479,00018886_001
train,480,00022999_000
train,481,00018104_007
train,482,00005962_021
train,483,00010350_007
train,484,00006289_004
train,485,00003438_002
train,486,00017460_000
train,487,00010006_002
train,488,00014879_012
train,489,00021274_003
train,490,00027736_007
train,491,00025098_000
train,492,00020145_000
train,493,00010010_005
train,494,00024509_000
train,495,00005532_018
train,496,00017852_024
train,497,00001889_000
train,498,00027833_019
train,499,00003226_002
train,500,00026750_000
train,501,00007176_000
train,502,00012622_007
train,503,00013641_017
train,504,00019988_010
train,505,00022588_000
train,506,00006993_006
train,507,00009799_006
train,508,00030437_001
train,509,00003085_002
train,510,00012865_003
train,511,00004082_011
train,512,00007405_014
train,513,00022283_001
train,514,00027512_002
train,515,00014715_003
train,516,00029404_003
train,517,00001397_012
train,518,00016109_013
train,519,00016790_001
train,520,00021610_004
train,521,00018253_061
train,522,00012585_012
train,523,00022409_010
train,524,00030645_000
train,525,00004925_010
train,526,00019252_001
train,527,00006996_001
train,528,00018175_030
train,529,00006746_000
train,530,00011351_007
train,531,00024084_000
train,532,00009895_001
train,533,00010507_005
train,534,00000143_007
train,535,00010384_031
train,536,00027330_002
train,537,00027334_006
train,538,00026092_002
train,539,00016152_001
train,540,00007109_028
train,541,00002395_025
train,542,00002208_009
train,543,00026538_036
train,544,00000344_004
train,545,00026374_010
train,546,00012225_006
train,547,00029198_001
train,548,00024706_000
train,549,00017511_007
train,550,00005280_000
train,551,00028871_005
train,552,00004885_000
train,553,00013555_009
train,554,00020826_004
train,555,00013890_014
train,556,00004123_006
train,557,00016190_003
train,558,00012622_001
train,559,00008875_015
train,560,00022245_026
train,561,00018301_001
train,562,00028974_017
train,563,00017318_001
train,564,00017618_026
train,565,00023066_000
train,566,00010251_001
train,567,00009671_002
train,568,00019046_000
train,569,00004676_000
train,570,00001982_000
train,571,00020215_005
train,572,00026709_000
train,573,00025110_011
train,574,00009082_014
train,575,00018577_000
train,576,00021154_004
train,577,00020213_098
train,578,00003021_000
train,579,00003100_003
train,580,00027162_000
train,581,00015646_003
train,582,00007526_003
train,583,00018016_007
train,584,00015977_000
train,585,00020978_003
train,586,00020229_000
train,587,00004125_000
train,588,00005543_001
train,589,00028292_003
train,590,00026052_000
train,591,00009574_010
train,592,00020290_006
train,593,00021618_013
train,594,00026115_000
train,595,00029968_000
train,596,00025146_002
train,597,00029928_000
train,598,00019643_017
train,599,00011355_021
train,600,00007750_000
train,601,00027131_000
train,602,00027125_002
train,603,00011544_009
train,604,00021779_003
train,605,00016770_000
train,606,00019124_029
train,607,00021253_004
train,608,00018775_000
train,609,00013807_003
train,610,00019087_004
train,611,00014664_011
train,612,00019312_001
train,613,00018543_002
train,614,00011391_046
train,615,00016705_014
train,616,00009602_002
train,617,00026743_001
train,618,00017915_000
train,619,00005993_008
train,620,00010475_046
train,621,00017470_002
train,622,00027982_002
train,623,00010190_000
train,624,00002219_003
train,625,00008649_006
train,626,00012888_000
train,627,00005509_000
train,628,00006382_003
train,629,00000491_019
train,630,00028836_000
train,631,00026577_000
train,632,00025447_000
train,633,00002529_020
train,634,00018037_013
train,635,00022196_000
train,636,00018015_022
train,637,00006612_001
train,638,00014929_000
train,639,00008068_017
train,640,00017044_010
train,641,00003013_012
train,642,00020673_052
train,643,00007992_002
train,644,00007124_002
train,645,00015770_036
train,646,00013641_026
train,647,00023405_000
train,648,00023629_004
train,649,00000841_000
train,650,00026727_001
train,651,00009166_013
train,652,00029551_004
train,653,00026965_001
train,654,00022135_008
train,655,00019418_012
train,656,00019092_018
train,657,00010315_005
train,658,00015503_004
train,659,00015568_001
train,660,00014320_046
train,661,00015386_019
train,662,00005935_006
train,663,00018037_018
train,664,00028097_005
train,665,00022301_005
train,666,00016001_001
train,667,00015344_000
train,668,00011263_002
train,669,00028574_000
train,670,00004174_001
train,671,00019176_010
train,672,00015563_011
train,673,00006920_004
train,674,00023162_014
train,675,00016051_017
train,676,00004100_000
train,677,00024630_000
train,678,00030521_000
train,679,00010481_006
train,680,00009574_006
train,681,00026461_010
train,682,00025849_008
train,683,00012373_002
train,684,00004344_049
train,685,00025974_001
train,686,00007621_006
train,687,00023043_000
train,688,00018677_002
train,689,00010980_000
train,690,00008298_000
train,691,00010674_000
train,692,00001362_010
train,693,00022282_001
train,694,00011579_038
train,695,00015647_044
train,696,00021294_004
train,697,00019070_002
train,698,00012555_000
train,699,00007966_000
train,700,00012842_004
train,701,00024715_000
train,702,00018387_019
train,703,00014934_004
train,704,00004360_014
train,705,00013750_022
train,706,00002337_001
train,707,00016921_000
train,708,00014362_018
train,709,00008489_023
train,710,00018366_052
train,711,00016991_007
train,712,00030573_006
train,713,00008745_022
train,714,00017158_015
train,715,00020819_013
train,716,00016796_013
train,717,00010684_004
train,718,00005467_000
train,719,00016607_011
train,720,00002326_000
train,721,00024340_000
train,722,00017111_007
train,723,00011136_004
train,724,00011143_005
train,725,00017955_001
train,726,00013995_000
train,727,00021220_001
train,728,00001722_007
train,729,00008399_003
train,730,00004795_000
train,731,00005218_012
train,732,00025746_002
train,733,00004317_001
train,734,00003997_000
train,735,00025651_000
train,736,00014223_011
train,737,00021965_013
train,738,00029159_021
train,739,00017206_000
train,740,00005001_001
train,741,00016009_009
train,742,00018326_002
train,743,00014574_001
train,744,00003985_000
train,745,00011145_000
train,746,00003198_006
train,747,00018525_002
train,748,00015449_006
train,749,00017524_007
train,750,00016355_000
train,751,00005792_000
train,752,00028652_000
train,753,00022197_002
train,754,00015082_006
train,755,00007242_000
train,756,00013904_006
train,757,00016266_002
train,758,00016518_003
train,759,00023325_005
train,760,00001931_003
train,761,00012874_006
train,762,00021364_001
train,763,00014559_003
train,764,00014948_001
train,765,00002350_016
train,766,00020729_005
train,767,00005164_000
train,768,00015772_000
train,769,00027696_000
train,770,00017504_054
train,771,00000459_000
train,772,00011619_000
train,773,00017129_000
train,774,00029631_005
train,775,00016616_000
train,776,00004604_000
train,777,00017261_003
train,778,00018254_006
train,779,00000662_004
train,780,00012727_000
train,781,00007104_000
train,782,00021111_003
train,783,00026282_003
train,784,00010352_023
train,785,00029052_008
train,786,00008147_006
train,787,00005998_000
train,788,00029755_007
train,789,00002080_005
train,790,00019208_007
train,791,00018829_022
train,792,00016448_000
train,793,00001101_013
train,794,00001091_000
train,795,00004581_004
train,796,00013523_001
train,797,00025226_000
train,798,00025238_013
train,799,00012087_004
train,800,00027795_000
train,801,00014971_002
train,802,00027485_001
train,803,00001841_001
train,804,00024041_000
train,805,00025085_008
train,806,00009582_000
train,807,00006271_071
train,808,00017894_005
train,809,00010530_007
train,810,00019643_032
train,811,00001558_030
train,812,00011514_024
train,813,00011133_000
train,814,00012615_009
train,815,00014208_003
train,816,00023075_009
train,817,00023320_005
train,818,00015443_013
train,819,00018366_006
train,820,00003973_007
train,821,00022684_003
train,822,00026374_006
train,823,00002721_000
train,824,00006754_005
train,825,00028454_005
train,826,00016410_021
train,827,00009336_002
train,828,00013648_019
train,829,00018781_000
train,830,00018082_000
train,831,00002003_006
train,832,00028779_000
train,833,00009237_011
train,834,00012364_011
train,835,00007342_003
train,836,00022725_001
train,837,00022458_005
train,838,00014157_000
train,839,00022374_002
train,840,00009231_006
train,841,00010060_024
train,842,00023653_000
train,843,00010153_000
train,844,00001900_032
train,845,00018860_034
train,846,00022541_000
train,847,00030499_006
train,848,00001107_007
train,849,00002672_001
train,850,00004904_000
train,851,00004006_049
train,852,00009325_001
train,853,00018808_004
train,854,00015893_001
train,855,00018155_000
train,856,00026011_000
train,857,00018546_007
train,858,00025960_001
train,859,00004532_003
train,860,00016786_002
train,861,00015211_000
train,862,00021219_011
train,863,00009216_006
train,864,00018203_000
train,865,00018641_003
train,866,00027455_009
train,867,00006144_002
train,868,00001303_002
train,869,00011136_016
train,870,00017747_002
train,871,00017714_001
train,872,00026682_000
train,873,00029075_017
train,874,00008522_036
train,875,00012144_024
train,876,00028784_004
train,877,00029274_003
train,878,00015304_000
train,879,00028644_007
train,880,00017826_000
train,881,00011024_001
train,882,00021374_008
train,883,00023170_000
train,884,00015606_046
train,885,00014945_006
train,886,00028377_000
train,887,00010129_000
train,888,00025770_000
train,889,00019498_000
train,890,00002194_003
train,891,00015646_013
train,892,00030520_004
train,893,00028270_002
train,894,00014398_005
train,895,00017464_000
train,896,00003912_000
train,897,00009507_013
train,898,00009645_000
train,899,00007957_003
train,900,00018518_001
train,901,00025924_027
train,902,00025664_027
train,903,00009245_001
train,904,00011812_000
train,905,00002874_001
train,906,00026825_008
train,907,00000087_000
train,908,00001836_005
train,909,00013515_000
train,910,00020318_003
train,911,00025599_000
train,912,00007932_010
train,913,00014081_003
train,914,00007667_001
train,915,00014308_001
train,916,00019707_010
train,917,00006296_027
train,918,00014911_003
train,919,00000032_019
train,920,00017266_004
train,921,00026024_016
train,922,00014132_001
train,923,00017828_000
train,924,00015087_002
train,925,00004941_000
train,926,00014895_002
train,927,00013616_034
train,928,00026226_000
train,929,00015530_089
train,930,00015253_001
train,931,00008594_003
train,932,00028774_047
train,933,00013844_001
train,934,00020326_024
train,935,00019238_013
train,936,00002438_002
train,937,00027725_037
train,938,00001274_000
train,939,00005609_011
train,940,00001700_005
train,941,00015941_000
train,942,00010594_007
train,943,00001051_000
train,944,00019884_007
train,945,00010547_007
train,946,00012874_027
train,947,00008701_041
train,948,00015160_015
train,949,00013031_031
train,950,00000744_012
train,951,00021546_000
train,952,00010092_033
train,953,00029674_000
train,954,00015633_000
train,955,00000744_002
train,956,00016247_000
train,957,00025454_005
train,958,00019884_010
train,959,00009202_004
train,960,00007791_002
train,961,00021036_002
train,962,00022364_002
train,963,00018739_009
train,964,00028503_000
train,965,00016011_004
train,966,00010142_006
train,967,00007018_028
train,968,00008367_000
train,969,00008494_000
train,970,00026618_006
train,971,00005286_004
train,972,00000116_033
train,973,00028748_000
train,974,00030121_000
train,975,00016051_004
train,976,00026263_013
train,977,00015843_000
train,978,00005403_020
train,979,00022679_004
train,980,00023026_004
train,981,00004006_025
train,982,00006215_000
train,983,00010613_010
train,984,00029790_003
train,985,00008068_011
train,986,00006043_004
train,987,00016786_011
train,988,00004006_012
train,989,00017877_002
train,990,00020281_001
train,991,00028774_010
train,992,00025513_008
train,993,00028572_008
train,994,00019508_001
train,995,00004156_006
train,996,00005411_000
train,997,00028644_005
train,998,00025303_031
train,999,00013256_010
train,1000,00002775_005
train,1001,00030079_054
train,1002,00005832_014
train,1003,00007272_000
train,1004,00029596_012
train,1005,00017747_009
train,1006,00000416_006
train,1007,00022416_059
train,1008,00030357_000
train,1009,00013299_000
train,1010,00005497_005
train,1011,00021201_004
train,1012,00014674_002
train,1013,00027211_006
train,1014,00014414_013
train,1015,00016577_001
train,1016,00003856_000
train,1017,00009689_019
train,1018,00016410_036
train,1019,00001248_019
train,1020,00011173_006
train,1021,00016493_001
train,1022,00027093_005
train,1023,00021041_010
train,1024,00026430_000
train,1025,00018972_033
train,1026,00007245_003
train,1027,00027725_022
train,1028,00004344_043
train,1029,00012406_005
train,1030,00000486_004
train,1031,00016643_007
train,1032,00000181_033
train,1033,00025583_007
train,1034,00020767_000
train,1035,00014207_000
train,1036,00000624_002
train,1037,00008835_003
train,1038,00003029_013
train,1039,00012598_000
train,1040,00021133_006
train,1041,00008802_000
train,1042,00016508_021
train,1043,00028042_000
train,1044,00008510_001
train,1045,00021130_005
train,1046,00029116_000
train,1047,00022814_001
train,1048,00027725_046
train,1049,00017138_077
train,1050,00010790_014
train,1051,00029202_000
train,1052,00004936_000
train,1053,00014034_006
train,1054,00021565_013
train,1055,00015895_025
train,1056,00027387_001
train,1057,00022290_016
train,1058,00004402_001
train,1059,00001810_000
train,1060,00017714_003
train,1061,00030574_000
train,1062,00021374_014
train,1063,00019663_002
train,1064,00021457_051
train,1065,00019270_004
train,1066,00008964_001
train,1067,00011460_039
train,1068,00027441_014
train,1069,00020471_004
train,1070,00003503_000
train,1071,00006605_016
train,1072,00018628_000
train,1073,00018707_002
train,1074,00019527_002
train,1075,00029985_002
train,1076,00013616_014
train,1077,00013993_132
train,1078,00012124_000
train,1079,00013152_006
train,1080,00004649_002
train,1081,00013926_000
train,1082,00010452_004
train,1083,00015826_010
train,1084,00009163_001
train,1085,00015541_000
train,1086,00014702_000
train,1087,00017915_009
train,1088,00002673_020
train,1089,00009202_003
train,1090,00015647_019
train,1091,00001974_014
train,1092,00022211_000
train,1093,00020116_000
train,1094,00003986_001
train,1095,00005965_000
train,1096,00018443_009
train,1097,00025746_004
train,1098,00017274_002
train,1099,00015334_000
train,1100,00029863_019
train,1101,00029866_013
train,1102,00010497_000
train,1103,00003851_001
train,1104,00009827_000
train,1105,00007963_000
train,1106,00011794_013
train,1107,00012184_010
train,1108,00023914_000
train,1109,00016802_006
train,1110,00011579_047
train,1111,00000347_000
train,1112,00026081_002
train,1113,00015556_004
train,1114,00002300_025
train,1115,00008468_005
train,1116,00012635_010
train,1117,00007428_007
train,1118,00006605_010
train,1119,00027108_009
train,1120,00030635_006
train,1121,00013342_014
train,1122,00007808_001
train,1123,00003566_002
train,1124,00008069_004
train,1125,00021618_007
train,1126,00013694_000
train,1127,00030798_000
train,1128,00028105_003
train,1129,00008463_000
train,1130,00012010_019
train,1131,00019124_124
train,1132,00028184_000
train,1133,00012021_009
train,1134,00011213_000
train,1135,00013881_004
train,1136,00026144_000
train,1137,00012740_000
train,1138,00027240_005
train,1139,00005176_012
train,1140,00007320_005
train,1141,00022163_000
train,1142,00026369_001
train,1143,00027235_000
train,1144,00004809_003
train,1145,00009904_002
train,1146,00021236_003
train,1147,00000064_000
train,1148,00021203_002
train,1149,00019437_012
train,1150,00009342_009
train,1151,00009158_000
train,1152,00013670_114
train,1153,00024253_000
train,1154,00029822_010
train,1155,00008404_000
train,1156,00010010_001
train,1157,00028357_010
train,1158,00003646_000
train,1159,00012219_015
train,1160,00013551_000
train,1161,00026997_000
train,1162,00021047_016
train,1163,00011832_003
train,1164,00001255_004
train,1165,00002262_009
train,1166,00010802_000
train,1167,00008230_006
train,1168,00021988_009
train,1169,00012164_002
train,1170,00018672_000
train,1171,00014400_000
train,1172,00028097_000
train,1173,00008034_001
train,1174,00021219_004
train,1175,00010334_007
train,1176,00007914_007
train,1177,00020271_003
train,1178,00011355_047
train,1179,00012722_004
train,1180,00026451_037
train,1181,00008885_000
train,1182,00000305_000
train,1183,00014456_000
train,1184,00002589_006
train,1185,00000490_006
train,1186,00005567_018
train,1187,00014167_000
train,1188,00011579_042
train,1189,00001748_010
train,1190,00001103_003
train,1191,00009922_000
train,1192,00002617_000
train,1193,00010639_000
train,1194,00018086_000
train,1195,00008033_002
train,1196,00014203_004
train,1197,00010852_000
train,1198,00015058_001
train,1199,00014581_005
train,1200,00021377_006
train,1201,00020629_005
train,1202,00001356_000
train,1203,00014203_038
train,1204,00010315_014
train,1205,00017304_000
train,1206,00018794_001
train,1207,00008240_000
train,1208,00006024_002
train,1209,00011702_011
train,1210,00023252_000
train,1211,00000172_001
train,1212,00009027_000
train,1213,00021695_002
train,1214,00022606_000
train,1215,00008215_001
train,1216,00008722_001
train,1217,00010077_008
train,1218,00018561_000
train,1219,00021616_000
train,1220,00008975_001
train,1221,00012364_045
train,1222,00012919_002
train,1223,00026027_011
train,1224,00019348_006
train,1225,00005538_005
train,1226,00026261_003
train,1227,00013659_008
train,1228,00018027_012
train,1229,00004858_057
train,1230,00023089_005
train,1231,00029159_013
train,1232,00028020_007
train,1233,00003875_008
train,1234,00026158_000
train,1235,00008051_030
train,1236,00006105_000
train,1237,00021654_000
train,1238,00021759_004
train,1239,00012520_016
train,1240,00018037_017
train,1241,00016971_015
train,1242,00022185_012
train,1243,00020108_007
train,1244,00002386_006
train,1245,00001032_000
train,1246,00010427_002
train,1247,00005962_015
train,1248,00014392_000
train,1249,00010447_021
train,1250,00026135_001
train,1251,00021954_002
train,1252,00009925_001
train,1253,00024562_000
train,1254,00014274_008
train,1255,00015255_010
train,1256,00008435_002
train,1257,00019221_000
train,1258,00000067_001
train,1259,00000459_058
train,1260,00022870_013
train,1261,00011614_000
train,1262,00011034_005
train,1263,00021609_000
train,1264,00018884_003
train,1265,00013865_000
train,1266,00008716_000
train,1267,00020535_000
train,1268,00003528_047
train,1269,00003415_000
train,1270,00021968_008
train,1271,00000095_000
train,1272,00018044_013
train,1273,00000508_000
train,1274,00010552_017
train,1275,00006294_004
train,1276,00008425_000
train,1277,00019463_000
train,1278,00026221_018
train,1279,00007519_003
train,1280,00001819_005
train,1281,00000556_003
train,1282,00013993_072
train,1283,00010460_001
train,1284,00006991_004
train,1285,00022543_000
train,1286,00000174_002
train,1287,00000988_001
train,1288,00013250_001
train,1289,00021613_000
train,1290,00019374_000
train,1291,00012355_009
train,1292,00010943_002
train,1293,00013118_006
train,1294,00020458_026
train,1295,00011985_009
train,1296,00027651_002
train,1297,00016109_008
train,1298,00008561_010
train,1299,00019260_004
train,1300,00001237_000
train,1301,00004406_000
train,1302,00010815_021
train,1303,00010767_020
train,1304,00002720_000
train,1305,00009892_050
train,1306,00006192_004
train,1307,00005416_004
train,1308,00001208_005
train,1309,00017738_000
train,1310,00025363_000
train,1311,00001373_018
train,1312,00005034_000
train,1313,00018418_001
train,1314,00029688_002
train,1315,00027422_000
train,1316,00014074_002
train,1317,00028683_000
train,1318,00029503_000
train,1319,00012867_000
train,1320,00018484_001
train,1321,00013993_003
train,1322,00004299_013
train,1323,00009516_001
train,1324,00029284_000
train,1325,00020490_000
train,1326,00006563_002
train,1327,00017831_003
train,1328,00002483_000
train,1329,00026451_013
train,1330,00021572_001
train,1331,00010606_000
train,1332,00030282_000
train,1333,00011144_018
train,1334,00010782_000
train,1335,00010815_004
train,1336,00023596_003
train,1337,00021931_000
train,1338,00004402_005
train,1339,00019530_004
train,1340,00019201_006
train,1341,00007618_005
train,1342,00006551_002
train,1343,00002690_004
train,1344,00011972_000
train,1345,00017098_003
train,1346,00013708_003
train,1347,00006906_024
train,1348,00015261_000
train,1349,00028642_001
train,1350,00015199_000
train,1351,00024098_000
train,1352,00006271_052
train,1353,00008689_003
train,1354,00026971_029
train,1355,00004893_027
train,1356,00022973_000
train,1357,00014442_000
train,1358,00030079_033
train,1359,00008033_003
train,1360,00026451_012
train,1361,00010995_007
