FileName,Split
0X10BFDDD409BA5A7A,TRAIN
0X10C2D4AA0721C0FB,TRAIN
0X10C3E084B3ABE52A,TRAIN
0X10C4823DD13E1869,TRAIN
0X10C53B6D1D01A54A,TRAIN
0X10CA19FBE6D26A71,TRAIN
0X10D11D93FB71B19C,TRAIN
0X10D1B5DDEBC0E3C8,TRAIN
0X10D278E3FD2DE072,TRAIN
0X10D5F8CF0EB124,TRAIN
0X10D734CBEB6ECB81,TRAIN
0X10D8F5659B144070,TRAIN
0X10DEF75CF6DC6B84,TRAIN
0X10E197789006C3D5,TRAIN
0X10E47D630E15DE12,VAL
0X10E57E24DBA5788,TRAIN
0X10E60C3C123CAEB8,TRAIN
0X10EFC1D17C7FB199,TRAIN
0X10F04F8DFB86BAEE,TRAIN
0X10F6FD4A9C6A458E,TEST
0X10FCACE551DE0CEB,TRAIN
0X11000DD0D10B399F,TRAIN
0X1100A0AA0BDBAE92,TRAIN
0X1106795368C7DE44,TRAIN
0X1108EED6EC60971E,VAL
0X110A2E1C465B1B53,VAL
0X11109B2A42A4C76E,TRAIN
0X11116A740B44446A,VAL
0X1112442D58D48C79,VAL
0X11199500C4901088,TRAIN
0X111D3734D84AA8B8,TRAIN
0X111E2E3AD9EB4317,TRAIN
0X111EDA8A1E44169C,TEST
0X1123724D7C9FAF61,TRAIN
0X1124D3D938A98B7B,TRAIN
0X112505A983BB4D8E,TRAIN
0X112668E4C7655E1A,TRAIN
0X112862331B7E140E,TRAIN
0X1128628F2CE14FF4,TRAIN
0X1129FFF0D45D7EFF,TEST
0X112B93363FA20D8B,TRAIN
0X112D0A3D2ACB8800,TEST
0X112E05F05062753E,TRAIN
0X112EF236E1F676E4,TEST
0X112F1A9C7DF4A5F2,TRAIN
0X11303E45952732BD,TEST
0X113195610E41EF2,VAL
0X1131FB2A374D34F5,TEST
0X1134CC5B50757EEF,TRAIN
0X113E6AD75AB62781,TRAIN
0X113E9F83E605C0F5,VAL
0X113F9B4D1F9FA03,TRAIN
0X1143688D7F946644,TRAIN
0X11445CEF92745462,TRAIN
0X114B58E6B34E55F1,TEST
0X114DED900F0C2D7D,TRAIN
0X1150BD0249677E8F,TRAIN
0X1151059A7824211,TRAIN
0X1151F27F45E9644F,TRAIN
0X11537FCF989575BB,TRAIN
0X1154F8CD483D5CD5,TRAIN
0X115841DA5E9DC64D,TRAIN
0X1161B02E0B2DBB94,TRAIN
0X11648EA1AD4AE177,TRAIN
0X1167650B8BEFF863,TEST
0X11679CCF8428C87,TRAIN
0X116D6A1EFDD8E226,TRAIN
0X11751D404DAD3313,TRAIN
0X117CAE6A13AA3F5,TRAIN
0X117F243A9D657663,TRAIN
0X117FFBEE3018EEF,TRAIN
0X1185DA5AB0D9BE6A,TRAIN
0X11861625D2695B1F,TRAIN
0X118EF5AEED2E28EC,TRAIN
0X119154A48FDF0A82,TRAIN
0X1192B98E520E87C8,VAL
0X119C98019EFAA0F4,TRAIN
0X11A07A83B21CFE1E,VAL
0X11A3165A8DC20F2D,TRAIN
0X11A3EC0D91F0CD3B,TRAIN
0X11B01A59D74693C4,TRAIN
0X11B7D2EE96990A8D,TRAIN
0X11BACBBF79E25D1E,TRAIN
0X11BC6C9DEA4C94C7,TRAIN
0X11BDF610427B903F,VAL
0X11BE656DE80C9CF2,TRAIN
0X11C1412786BCBB50,TRAIN
0X11C5F414FDFFA6FE,TRAIN
0X11C89001BEF939E2,VAL
0X11C9572ABEDC9715,VAL
0X11CC3D00A37FE7DF,TRAIN
0X11D525180CDD1ECD,TRAIN
0X11D53502D38B208F,TRAIN
0X11DA79F89EE37D3B,TRAIN
0X11DD5C8CC2A4D225,TEST
0X11DF3DEE0B2544FE,TRAIN
0X11E0A9338456F4AA,TRAIN
0X11E371F35DEBE8B4,TRAIN
0X11E3FA2DD4ADD675,TRAIN
0X11F088FA228B2BE8,TRAIN
0X11F7628563B5B391,TRAIN
0X11F798A4F0181ACF,VAL
0X12006C9A54BEED76,TRAIN
0X1205884E675E58B9,TRAIN
0X120CAF5F957C906C,TRAIN
0X120E33CFA2D0FF00,TRAIN
0X1210DA53C9475EBF,TRAIN
0X1212FB5C4E7021B8,TRAIN
0X12143BF23189A122,TRAIN
0X12185F79407DF986,TRAIN
0X121968806D66B71F,TRAIN
0X1219DA80A35E3B5F,TRAIN
0X121ED339D11C4F6B,TRAIN
0X1220B4C71FD9D82,TRAIN
0X1222EAE9D581E210,TRAIN
0X1225C19111629C6F,TRAIN
0X1227CDDF6A114129,TRAIN
0X123B2FFEBC042304,TRAIN
0X123BE57301362DA4,TRAIN
0X123D5FE0A5DC7E1D,TRAIN
0X123F96492CB893D6,TRAIN
0X124030F8B3C1A5AF,TRAIN
0X12430512E2BBCD55,TRAIN
0X124823D11EF8E321,TRAIN
0X12508E9DD1BA59B5,TRAIN
0X125C10BA973D3B07,VAL
0X12628F033A56EB6F,TRAIN
0X1262A9E08289B606,TRAIN
0X1264B4000299A44A,TRAIN
0X126C02C8B984672B,TEST
0X126D2362E5A0A3E2,TEST
0X12743BE18328C2CB,TRAIN
0X12746954583128D,TRAIN
0X1274EA614B0388C1,VAL
0X1276054526651444,TRAIN
0X127779E8265AE7DF,TRAIN
0X127A2C51D192532D,TEST
0X127D3AEEA73EDE76,VAL
0X127F452F06A3EE97,TRAIN
0X12807854DFA9CC01,VAL
0X128786C169B3ADAE,TRAIN
0X128C3C2C3A7496CB,TRAIN
0X129133A90A61A59D,TEST
0X129682A2ECCD415,VAL
0X1297B85A51C2B20A,TRAIN
0X129C303CC617D208,TRAIN
0X129CDFF3A684DDB9,TRAIN
0X129ED481CEECBD9,TEST
0X12A72A2C6FF4C400,TRAIN
0X12AD71F42865D2A,TRAIN
0X12B41FA5409312FE,TRAIN
0X12B468050091669,TRAIN
0X12B70D2902C13E73,TRAIN
0X12B79C738400F3,TRAIN
0X12B890B1E2E14CC4,VAL
0X12B9FFDEA456E877,TRAIN
0X12BAD5FBFC3E4F2A,TRAIN
0X12C17194EECA74B4,TRAIN
0X12C75A801CBD284A,TRAIN
0X12CC84ACC62427C1,TRAIN
0X12CF33089E2618A8,TRAIN
0X12D510DA18959EE3,TRAIN
0X12D56DAF10A98037,TRAIN
0X12D7CFBEBDF0EAAF,VAL
0X12DAF7D942F818A0,TRAIN
0X12DC39D816351E0D,TRAIN
0X12F2890C7AEA52E8,TRAIN
0X12F3277B0A6EE866,TRAIN
0X12F3CF2F58EC699B,TRAIN
0X12F535C804FC3F13,VAL
0X13031FC2687E954D,TRAIN
0X1303B567B01D9D71,TRAIN
0X13078849A6B5C581,VAL
0X130914FFD198255E,TRAIN
0X130ABC17C55FD6B5,TRAIN
0X130B57359B0E6F00,TRAIN
0X130E96B8AB4EC4DF,TRAIN
0X131AEF344C28F4B2,TRAIN
0X131EE16CE9512E4E,TRAIN
0X132A335840604190,TRAIN
0X132C1E8DBB715D1D,TEST
0X132E461F48559F6B,VAL
0X1335F88662E38FD5,TEST
0X1337E8945A141439,VAL
0X13381981E598316E,TRAIN
0X1339B9E81946F0E8,TRAIN
0X133BD3C195F9EA2,VAL
0X133C22A8F4C643C,TRAIN
0X133F1774D5859CF4,TRAIN
0X133F50BB99C6E09,VAL
0X13408BBC062D7EF8,TRAIN
0X13419AC126FD7685,TRAIN
0X1345D6698FB8834D,TRAIN
0X13491A03D3184C5A,TRAIN
0X134A337D9B4C1948,TRAIN
0X134CE85850028C74,TRAIN
0X1351FD090B93589F,TRAIN
0X135A31260870D960,TRAIN
0X135AADB11C76E482,TRAIN
0X13621A689D1114C3,TRAIN
0X1364306109381555,TRAIN
0X136492E67BFF8CB3,TRAIN
0X136601DC3725F327,TRAIN
0X1366FB9F3F37807D,TRAIN
0X13682394806BB587,TRAIN
0X1369E49954F0EAEC,TRAIN
0X13745EE94756A394,TRAIN
0X13881965FA7312E,TEST
0X13888ED03221D0D4,TRAIN
0X138BF0FABD298C5,TEST
0X1390B905E366F035,TRAIN
0X139DEEAD6326D6C5,TRAIN
0X13A3E602CCA508D6,TRAIN
0X13A4AE3152A4D752,TRAIN
0X13A5B3EF1C1004FC,TRAIN
0X13A5F88444B588E0,TRAIN
0X13ACF1360A23F50F,TEST
0X13AF8C4530219270,TRAIN
0X13B0A1DABEDA5EDF,VAL
0X13B4430D1930FF80,VAL
0X13B5EC7F42AF217,TRAIN
0X13B783ADFB252C8,TRAIN
0X13B8F91C9C8074AF,TRAIN
0X13B98D39BC103032,TRAIN
0X13BD3AC66BD12220,TRAIN
0X13BF1C6E527440F,TRAIN
0X13BF81440466675F,TRAIN
0X13C061D2FD255419,TRAIN
0X13C1FEB745C8B810,TRAIN
0X13C378D617ABCBEF,TRAIN
0X13C611744D86E729,TRAIN
0X13C7281794656150,TRAIN
0X13CAF66BDD4EBEA0,TRAIN
0X13CE2039E2D706A,TEST
0X13CE28139B5F8E2D,TRAIN
0X13CF32153B3B30B7,TRAIN
0X13CFD73EA4694798,TRAIN
0X13D0DD096DFED1C7,TRAIN
0X13D1459C51B5C32E,TRAIN
0X13D6BC74D088CACA,TRAIN
0X13D875B7A4A97001,TRAIN
0X13D9B0A4BC16701D,VAL
0X13DEAEAFDF1338AD,VAL
0X13E043A35E3EB490,VAL
0X13E260DF39629AC9,VAL
0X13E488CF5C7C934C,VAL
0X13E9B31F9C5D5660,TRAIN
0X13EA5DE4962B3822,TRAIN
0X13ECF4B877219D8B,VAL
0X13EFD6BF683801F,TRAIN
0X13F04450E6B7D249,TRAIN
0X13F0F314138CE831,TRAIN
0X13F52A775D9F62D0,TRAIN
0X13F7CAB4C719ACA3,TEST
0X14017B26554F7A5E,TEST
0X140A0F27BE9116F5,TRAIN
0X140AAFB14918E8A4,VAL
0X140D4A2F475712FA,TRAIN
0X141103C96A34DA6C,TRAIN
0X1412F3A856C40C82,TEST
0X141E714781DEE463,TRAIN
0X142C9C144BF16FAE,TRAIN
0X142CA9754A01C189,TRAIN
0X142D95A439C28FD0,TRAIN
0X142EFADA9AF9DC99,VAL
0X1430480BD524AA15,TRAIN
0X143952B6F3131E88,TRAIN
0X1439627ADB475793,TEST
0X143B72A804BC7AE7,TRAIN
0X143D9B52A85BF561,TRAIN
0X143DC0C8FB089A18,TRAIN
0X1441AEEF1315F95F,TRAIN
0X1444E316F0AD1ECD,TRAIN
0X14458B9410D73E11,TRAIN
0X144DF7C585233D4C,TRAIN
0X1453F1CB3615D8E6,TEST
0X14586BA47B83C598,TRAIN
0X145985C5A34EFCC,TRAIN
0X1459E82A63876D49,VAL
0X146617301504663D,TRAIN
0X1469FC68080F968F,VAL
0X146DFEE92CCEC4E2,VAL
0X146FA81A1880E0DB,TRAIN
0X148536C2B06F8C88,TRAIN
0X148B59B7E2DE8071,VAL
0X148BFBF596042FF5,VAL
0X148FD32A15B26865,TRAIN
0X148FFCBF4D0C398F,TEST
0X1494CF8E521C3FEF,TRAIN
0X1498806542CEE367,TEST
0X1499CC196E57EFB,TRAIN
0X149C551B9CC4DED,TRAIN
0X149CE42387608CEC,TRAIN
0X149D7652015AA236,TRAIN
0X149DCE7F77B408F4,TRAIN
0X14A6F87817547A95,VAL
0X14A943AC8D162D36,TRAIN
0X14A96DC7D16968CA,TRAIN
0X14AD611ACCAD1161,VAL
0X14AE436F61819521,TRAIN
0X14B62F1593336331,TRAIN
0X14B9AD04DC394090,TRAIN
0X14BF7A33B6A3FAC4,TRAIN
0X14BFDFE46468D601,TRAIN
0X14C05BE120AEAFA3,TEST
0X14C5B3A3DFECAC76,VAL
0X14C8F7E6EBDBC708,TRAIN
0X14C8FE5C30084CB3,TRAIN
0X14C9558E01709E65,TRAIN
0X14CA2B7814B1B9EF,TRAIN
0X14CDF03D85703540,TRAIN
0X14CFCEAD6539D3DC,TRAIN
0X14D50036EAB69EA,TRAIN
0X14D6CCAC550E278B,TRAIN
0X14DDD7911ED612B8,TEST
0X14E954E2A0878925,TRAIN
0X14E98112C64DA88B,VAL
0X14EAF6EAE837F32D,TRAIN
0X14F0C15097590562,VAL
0X14F4B815A5210B8A,VAL
0X14F639B3E0EC3A72,TRAIN
0X14F7F25545E76A73,TRAIN
0X14FC5096F3E4145D,TRAIN
0X14FC7EEB6ACFE0BF,VAL
0X1502E38D5D99E2E4,VAL
0X15031D084B3EEC96,TRAIN
0X150D2E5A2E09ADC,TRAIN
0X1512DC6CBD8EA12A,TRAIN
0X15146FB55B5697A0,VAL
0X15213080EC9FA05,VAL
0X15260A2D31648922,TRAIN
0X152F36A552DD2930,TEST
0X152F4B797A15C43F,TRAIN
0X1531B80C56297FD2,TRAIN
0X153A76426320A57B,VAL
0X153F6AD036CBC30B,TRAIN
0X1545ED054E5CE01D,TEST
0X154827D058D6A9D0,TRAIN
0X154A3BABDF5193B6,TRAIN
0X154B75E4EF6184AE,TRAIN
0X15505C1D0357A434,TRAIN
0X1556825C5295368F,TRAIN
0X155A7771ACB14472,TRAIN
0X155E07DE20CF09F5,VAL
0X1563E9D9834E5A52,TRAIN
0X1564DE8D0D40F195,VAL
0X15672D90E3EC7303,VAL
0X156A170A2372A74D,TRAIN
0X156B1DF0112EDD64,TRAIN
0X156F3A66548E593A,TRAIN
0X1572A0615437CE09,TRAIN
0X157528EBA14B2EB6,TRAIN
0X1578E7D18F51EBBA,TRAIN
0X157AC89BC2BB953E,TRAIN
0X157BF8C4D154D45D,TRAIN
0X158518565B5C46D8,TRAIN
0X15861B0853DB6E4D,TRAIN
0X158B03C45BB55DAC,TEST
0X158C469B8C462A10,TRAIN
0X1592A79667250EA1,TEST
0X159307C65686B64D,TRAIN
0X1597DA4581B6F4AD,TRAIN
0X1599E3BC17BB6A01,TRAIN
0X159BDA520C61736A,VAL
0X15A62E3A92DFFF7,TRAIN
0X15A89931D5E83C23,TRAIN
0X15A912A3822431A9,TRAIN
0X15AA1BAFC9C0CCB2,TRAIN
0X15ACD275B96CDD05,TRAIN
0X15B26FE0D3CD6E0F,TRAIN
0X15B2A840A070DCC9,TRAIN
0X15B6905E8EC410FA,TRAIN
0X15B980AC8A6B5EF1,TRAIN
0X15BA82A1F6BF8B6,TEST
0X15BE180F1CCF0F3B,TRAIN
0X15C0D7DBFF8E4FC8,TEST
0X15C4831F7DDCA462,TRAIN
0X15C85161F8F9A55B,VAL
0X15C904A855E4FF2B,VAL
0X15CBECA136CF18CD,TRAIN
0X15CC2CDE8C2CD542,TRAIN
0X15CC6C50F1763B61,TEST
0X15D24A43FD766AB9,TRAIN
0X15D27BEDBDC09AA0,TRAIN
0X15D82D31755657,TRAIN
0X15D8B127660F649C,TRAIN
0X15D9F9EC9BA764E7,VAL
0X15DA8D60960ABB2B,VAL
0X15DC7EFD8DB3D0A6,TRAIN
0X15DF6B9DA16DAD07,TRAIN
0X15E22119724FDD7D,TEST
0X15E8BE2AE8C05C88,VAL
0X15E987778BEC99D5,TEST
0X15E9928F7242538E,TRAIN
0X15F1317B1354152B,TRAIN
0X15F216DB6201C0F,TRAIN
0X15FFEB32E5D2ECF2,TRAIN
0X1603C982E33D045E,TRAIN
0X160563B6A541752C,TRAIN
0X160C233C08E7E8DE,VAL
0X160DBDFED541D2D9,TRAIN
0X160E1BD0E636CC69,TRAIN
0X160FFE14D950D4C0,TRAIN
0X1611B3A479A63A01,TRAIN
0X16134D6B554889A,TRAIN
0X16139FAA2B68E8FD,TRAIN
0X16148C355E993321,TRAIN
0X1616791A7190BBA0,TRAIN
0X1619E4697D8673B4,TRAIN
0X1622EDE923576CF4,TRAIN
0X1623BBE488F0EC89,TEST
0X162DC693CC98C01F,TRAIN
0X1631C52C25D15DEE,TRAIN
0X163A374094D066E8,TRAIN
0X163D02E41A3A93D,TRAIN
0X163EBCB6784FC30B,TRAIN
0X163FFB185E479D0C,TRAIN
0X164D9C71CC801B34,TRAIN
0X164E6F5DA8503204,TRAIN
0X1653CEFBC9986D9F,TRAIN
0X1655D3F044EB6BB2,VAL
0X1655F3F4D2943C1D,TRAIN
0X16562EC4F3B6646B,TRAIN
0X1659FD6165A50811,TRAIN
0X165D339CF0773DFD,TRAIN
0X165EC58045A8A8BF,VAL
0X166087A5E749713A,TRAIN
0X166A033F6DC02086,TRAIN
0X166B0D5A9407635F,TRAIN
0X166B717BBC2ECADA,VAL
0X166BF85033848E4E,VAL
0X166F42C7B9DD12C,TRAIN
0X1674C7C6F8A8B313,TRAIN
0X16763AF254837506,TRAIN
0X16765E1EDC5E93BE,TRAIN
0X1677A8B7AAA975A1,VAL
0X167EC6F7A8986FED,TRAIN
0X167F487F9DF04A97,TRAIN
0X168065C1F6FCF27C,TRAIN
0X1685EEE356F42581,TRAIN
0X16862634E89FB736,TRAIN
0X1689802F6D3093D2,TEST
0X16902A1B1A139923,VAL
0X169062AB1FF38E72,TRAIN
0X1694973B204EAB,TRAIN
0X16967BF5B2546925,TRAIN
0X169B747DFB6D2415,TRAIN
0X169BC7341D79E051,TRAIN
0X169D3A3AC16C2CE2,TRAIN
0X16A017AC10918091,TRAIN
0X16A129DE47B81909,TRAIN
0X16A6CEDE7F61E211,TRAIN
0X16A9F4D08E4677A1,TRAIN
0X16ACC4514A457BBA,TRAIN
0X16AF26F9A372EEDE,VAL
0X16B28DDAC5D81FDF,TRAIN
0X16B2D41C50E4082C,TRAIN
0X16B5A10BF77BE425,TRAIN
0X16B76AB7F9D95270,TRAIN
0X16B85222D7B28245,VAL
0X16BB1F509B1D9721,TRAIN
0X16CEA7710E200570,TRAIN
0X16CFBE094453AA79,TRAIN
0X16CFE39107BFF8A7,TRAIN
0X16D883017E8A7734,TRAIN
0X16F87B98A2C09E62,TRAIN
0X16FA4A372C724D22,VAL
0X16FB5FF81284B942,TRAIN
0X16FBD79EE1C8DA26,TRAIN
0X16FC9AA0AD5D8136,TEST
0X16FE5AFA8320ACD3,TRAIN
0X1702B6CCB7E8812B,TEST
0X1702CEEC44104760,TRAIN
0X17057442E198A967,TRAIN
0X17098CFCB688AD91,TRAIN
0X170AA34F7E4EFB6B,TRAIN
0X170DDD15D26D5F83,VAL
0X170F2698C1A90A77,TEST
0X1711A2ED181823F0,TRAIN
0X17174AB357750B03,TRAIN
0X17190A139A853180,TRAIN
0X17197B4B5AE30CC7,VAL
0X171A7C9E7E1129D,TEST
0X171A888D1B17304F,TRAIN
0X171B390B95FD0FAE,TEST
0X171B52ED0054DF49,TEST
0X171C87FA9E52210F,TRAIN
0X171C9D28B996267E,TRAIN
0X171CF9695943319A,TEST
0X171FD888481D524D,TEST
0X1725C38816FAAED5,TRAIN
0X17270F0DF580E06B,TRAIN
0X172821226E303BA6,TRAIN
0X17294454521A97BB,TRAIN
0X1729DA199F862403,VAL
0X172CA389F7A02EEF,TRAIN
0X172D986B9780F9DE,VAL
0X172F640B239CBFCA,VAL
0X172FE96C1B43E4CF,TRAIN
0X17344D3535D790EF,TRAIN
0X173A0C055813A634,TRAIN
0X173D74409C3E5652,TRAIN
0X174090E59512E733,TEST
0X17458D83D9F9B188,VAL
0X174A9943AB689618,TRAIN
0X174ADA9A145CAD74,TRAIN
0X174D0098F99A290E,TRAIN
0X174E853B58F29959,TRAIN
0X175303C2D48B91CA,VAL
0X1756A6A345D31CB3,TRAIN
0X1760612A101EA2EB,TRAIN
0X176394EB0FCFBD35,TRAIN
0X1763FB53ABCFB176,VAL
0X176B5602BC2BF57B,TRAIN
0X176C1E76AD804467,TEST
0X1770B6D3A7C462B6,TRAIN
0X1770D3F5C2EA5142,TRAIN
0X17734E8CA72A687A,TRAIN
0X1779C609E2B8B8C6,TRAIN
0X1779FEC3D7DEA8C2,TRAIN
0X178269A4C18FC6B,TEST
0X17828CD670289D36,TEST
0X17859AAFF455F6DF,TRAIN
0X1786055C7E6EFCE6,TRAIN
0X17865EC85AD080B0,TRAIN
0X178A34206F5D376E,TRAIN
0X178DE58CE0367682,TRAIN
0X178DF5359B89AD06,TRAIN
0X17918422FAD01F20,TRAIN
0X1793039C294208A0,TRAIN
0X1798604CE5F68C34,TRAIN
0X179A9ADE4B5A5B88,TRAIN
0X179B579A585FF160,TEST
0X179BA5C70ACC402D,TRAIN
0X179C10878AAE691E,TRAIN
0X179CFD0E04B039FB,TRAIN
0X179D5051F8526C08,TEST
0X17A28F565B51B841,TRAIN
0X17A339D2A6706C11,TRAIN
0X17A44C8A2D0EE533,TRAIN
0X17A5854FEC963F9A,TRAIN
0X17A59B0D289D4643,TRAIN
0X17A9A432333A840F,TRAIN
0X17A9DF475F90B6C6,TRAIN
0X17AA98EC842092E3,TRAIN
0X17ADB25B1E90B6C,TRAIN
0X17AE431AF06F53AB,TRAIN
0X17AF6DB1F62C771C,TRAIN
0X17B3AF86CDF82B5C,TRAIN
0X17BA5ABF4E82034B,TRAIN
0X17BC4EF4BF83368B,VAL
0X17C42DA572378352,TRAIN
0X17C5541071D4E52E,TRAIN
0X17C6F77ABE9266AF,TRAIN
0X17CA14AB3CB05770,TRAIN
0X17CAFC6BB1CA2DE,TRAIN
0X17D229C79845F458,TRAIN
0X17D6DA5B33D4069C,TRAIN
0X17D958175C4CE2F3,TRAIN
0X17DA9A44189C6A38,VAL
0X17E230402D71C497,TRAIN
0X17E51BF21235E28B,TEST
0X17E5929A007B9E32,TRAIN
0X17E6608AC5511D03,TRAIN
0X17E6B8EDDD62F739,TRAIN
0X17E8971B356D72C7,TRAIN
0X17EFE782884D63BA,TRAIN
0X17F142F80B72740D,TRAIN
0X17F29C21E6144BAB,VAL
0X17F6D551F5734D8B,VAL
0X17F7CCE4FCD76726,TRAIN
0X17F940E1C4298D7,TRAIN
0X17FA348140E338F7,TRAIN
0X17FD9808C073BC07,TEST
0X17FE6C8963488DAC,TRAIN
0X18039FAD713F594F,TRAIN
0X180951979820CA64,VAL
0X18111FDA1FD455D5,TRAIN
0X1815E6741A8B2CFA,TEST
0X1818FF06D5E762A8,TRAIN
0X181A0445205F1D79,TRAIN
0X182114B9EB84D61B,TRAIN
0X18247588296B45DF,TRAIN
0X182717968AF362F0,TRAIN
0X18277456188D3B13,VAL
0X18353D8F5AB7B324,TEST
0X18354FFCDBCF9EBB,TRAIN
0X183BECFC41F9E3E0,TRAIN
0X183FA1CAAEA9C545,TRAIN
0X1840607E4AF92B3E,VAL
0X184173B598997780,TRAIN
0X184432EACE258EBF,TRAIN
0X1847DC558AF3C423,TRAIN
0X1847E925CBCEB6CE,TRAIN
0X184B997FF61BB28B,TRAIN
0X184DEB337FF5AB9,TEST
0X184E4A64C93BE06,TRAIN
0X184ECC87D1A8A226,TRAIN
0X1855EB02B676DC2,VAL
0X185672E7C8FF1212,VAL
0X18579C8EAEFC2713,TRAIN
0X1858AFC9464E1463,TEST
0X185A9362099F3094,TRAIN
0X185D65EA647B5C61,TEST
0X18610C37F29E80E4,TEST
0X1865C8A28648E2F0,TRAIN
0X1865E116F085C53D,TRAIN
0X186FC3D4ED309B9E,TRAIN
0X1870E70784D77469,TEST
0X1871B1379385763C,TRAIN
0X1874F566992B7FF6,TRAIN
0X18752855DF343E36,TRAIN
0X1876806A464A0093,VAL
0X1878080DBC95E7FC,TRAIN
0X187B0E5DB0E285DD,TRAIN
0X187EFDFCE3BEA77C,TRAIN
0X1880CD40F8586DBC,TRAIN
0X1883BBE20F1DC05D,TRAIN
0X18888A4FEDCAC3AA,TRAIN
0X188AFC939CDA11FC,TRAIN
0X18916084CE523264,TEST
0X1891E25994F489B9,TRAIN
0X18923DCFDE784034,TRAIN
0X18989A4754914D96,TEST
0X189B31C02B819CB9,TRAIN
0X18A306D062D926FB,TRAIN
0X18A467C9DDA7707A,TRAIN
0X18A4DD625B52E53E,TRAIN
0X18A69B7961D01D28,TRAIN
0X18AB58EA130B3A90,TRAIN
0X18B3A9EB362299CF,TRAIN
0X18B4FD6B23A94C8A,TRAIN
0X18B8CD7AD450F707,VAL
0X18B8E705314BF4C0,TRAIN
0X18BA5512BE5D6FFA,TEST
0X18BFFDF053671070,TRAIN
0X18C24CABDF058431,TRAIN
0X18C67769235E4C58,TRAIN
0X18C711A3AC175647,VAL
0X18CB62C594EB4DDC,TRAIN
0X18CE4A36AE88A585,TRAIN
0X18D009E44F62FDA3,TRAIN
0X18D12F1D70B64D0C,TRAIN
0X18D2B28FBD7DD266,VAL
0X18D52232BF832BA,TRAIN
0X18DA846E9699358F,TRAIN
0X18DF4351AAEEF3C9,TRAIN
0X18E7B26CAD98175,TEST
0X18EAA8BD773D0B43,TRAIN
0X18EF8F4C9A35641,TRAIN
0X18FC2192952D0349,TRAIN
0X19001827BA355232,VAL
0X1902FC225A954D67,TRAIN
0X190403EC57259998,TRAIN
0X1904DC1BFE26592F,TRAIN
0X1905CFC5951B4F7F,TRAIN
0X19063156A3F3C14E,TEST
0X1915042866B81B09,TRAIN
0X19152A7A3ABDFFBB,TRAIN
0X19163DCC129B0134,TRAIN
0X1917BD1A03DD500B,TRAIN
0X191A73CA019BCD1B,TRAIN
0X191F4BD1E4262B78,TRAIN
0X1922FC3605A29BD7,TRAIN
